_id,date,opinion,rating,source
626a8da1ad878d7a61f7eebc,14/01/2022,"Good environment , good salary, No flexible hours, very short timelines",5.0,glassdoor
626a8da1ad878d7a61f7eebd,26/09/2021,"- Voiture
- Assurance
- Fuel card
- Meal voucher
- Education, - Client can be far
- Flemish clients mostly",5.0,glassdoor
626a8da1ad878d7a61f7eebe,19/07/2021,"Organization is quite well. Laptop when you arrive..., As always, different kind of variety",4.0,glassdoor
626a8da1ad878d7a61f7eebf,09/04/2021,"great place to work, always fun, nothign is bad at the cronos group",5.0,glassdoor
626a8da1ad878d7a61f7eec0,29/03/2021,"Nice Team, lots to learn, low pay, limited growth possibilities",3.0,glassdoor
626a8da1ad878d7a61f7eec1,29/03/2021,"Nice team, lots to learn, Limited growth possibilities, low pay",3.0,glassdoor
626a8da1ad878d7a61f7eec2,28/03/2021,"Good working environment for employees., High working hours is something to worry about.",4.0,glassdoor
626a8da1ad878d7a61f7eec3,14/02/2021,"Good atmosphere and a lot to learn, Mediocre Salary - Read the car policy carefully",3.0,glassdoor
626a8da1ad878d7a61f7eec4,29/01/2021,"a lot of knowledge inside the group, many possibilities to find a job that you like, Big company takes some time to get to know the structure",4.0,glassdoor
626a8da1ad878d7a61f7eec5,25/01/2021,"Lots of benefits in this company, Everyone is a ‘manager’ if you get a promotion",4.0,glassdoor
626a8da1ad878d7a61f7eec6,14/01/2021,"any opportunity you can create for yourself, you can take. But you need to create your success yourself., Does not pay much compared to industry standards.",4.0,glassdoor
626a8da1ad878d7a61f7eec7,13/01/2021,"Everyone gets a car, vacation, stability, It is difficult to get a raise",5.0,glassdoor
626a8da1ad878d7a61f7eec8,07/01/2021,"- huge growth potential- lots of employee recognition and advancement- ability to have an impact and build processes- generally a positive and collaborative environment, - new industry and fast growth means sometimes processes and tools lag behind the need for them- fast and unpredictable changes in the market require constant attention and flexibility- work life balance can suffer at times",4.0,glassdoor
626a8da1ad878d7a61f7eec9,12/06/2020,"Flexibility, entrepreneurship, young company, freedom, humane management, Internal competition, confusing structure, no clear grow path",4.0,glassdoor
626a8da1ad878d7a61f7eeca,21/04/2019,"Nothing at ALL GOOD from my experience, Pretending FULL of HIM self person who does not know anything about programming AT ALL, BUT FULLY protected by management.",1.0,glassdoor
626a8da1ad878d7a61f7eecb,26/11/2018,"benefits, good salaries, hospital insurance, meal checks, avg salaries, many small companies",5.0,glassdoor
626a8da1ad878d7a61f7eecc,19/11/2017,"variable, dynamic, new tech, interesting, supportive, less interesting for international profile",3.0,glassdoor
626a8da1ad878d7a61f7eecd,04/08/2016,"- Growth and lots of events to learn
- Stable income
- Conferences and meetups are possible to attend
- Company car but be careful with the car policy, - so much potential in the group, but the companies wont work together for the common interest
- lots of promises, but only after 6 months they look into them and adjust them to their likings
- bad communication",3.0,glassdoor
626a8da1ad878d7a61f7eece,13/02/2016,"Only an absolute minimum of hierarchy which results in almost no overhead. Down-to-earth culture., Career options at some point become rather limited.",4.0,glassdoor
626a8da1ad878d7a61f7eecf,11/11/2015,"A lot of independence is given to the employees, some of the companies are at the edge of technology which is a great thing. Lots of events organized and plenty of benefits to pick from, Salary increase are considerably low and if you don't ask, you don't get. You get a new car every four years which is a long time but by no means an exception in Belgium. Oh and no Mercedes.",4.0,glassdoor
626a8da1ad878d7a61f7eed0,14/09/2015,"Good place to be in, The structure of the internal companies is too complex and can cause communication problems at least",4.0,glassdoor
626a8da1ad878d7a61f7eed1,11/09/2015,"Salary is slightly higher, free food during lunch and all in all some of the colleagues are very nice to work with. Lots of opportunities to launch ideas as new competence centers or re-shift your career if you desire., Although not openly discussed leadership of the units obviously foster an insane level of internal competitiveness. People are encouraged to do actions that are borderline legal when doing contract negotiations. Leadership has far to less respect for their employees and have no problem abusing their position on the employment market to brake ones career if you go against their standards. I took me some time to realize but I'm happy I left when I could.",1.0,glassdoor
626a8da1ad878d7a61f7eed2,28/04/2015,"Relaxing collaberation with collegues and peers. Good atmosphere to work in., Not clear about salary raises, bonus,.. Not a high starting salary.",4.0,glassdoor
626a8da1ad878d7a61f7eed3,31/01/2015,"Lots of support for your own ideas from within, open door policy to get feedback, Lots of politics, nothing is given, you have to get it yourself. Work hard and demand what you deserve.",4.0,glassdoor
626a963dad878d7a61f7eeda,16/02/2022,"Nice environment (innovative, progressive, inclusive), complex internal structures with cluster and subclusters",4.0,glassdoor
626a963dad878d7a61f7eedb,14/02/2022,"Company car, benefits, network with tons of companies/people, training opportunities, Sinterklaasfeest, Career path is very horizontal",5.0,glassdoor
626a963dad878d7a61f7eedc,05/02/2022,"- flat structure- you determine the course of your career- the many sub-companies ensure that you can easily change employer while you still continue to work for Cronos- possibility to start your business yourself under Cronos without much risk,- performance appraisals andThe corresponding wage negotiations are often a measure for nothing.The amounts have already been laid down in advance.If you go all the way for a higher storage, you will get 50Eur more that year and the year later 50ur less.However, this is the case in every larger company.",4.0,glassdoor
626a963dad878d7a61f7eedf,21/01/2022,"cool colleagues, dynamic atmosphere, a lot of variety, difficult negotiation on wages, expectations of recruitment not always realistic",3.0,glassdoor
626a963dad878d7a61f7eee0,13/01/2022,"Atmosphere, open, nice colleagues, Cronos benefits, low wages towards other companies.Difficult to negotiate",2.0,glassdoor
626a963dad878d7a61f7eee1,10/12/2021,"Opportunities are available for entrepreneurship cooperation with people of high technical expertise level, organizational complex cooperation not always easy for each other",4.0,glassdoor
626a963dad878d7a61f7eee2,30/10/2021,"You can really develop yourself here, nice colleagues, dynamic atmosphere and a lot of variety.Here they have an eye for what you do and say, work pressure but that is the case in the entire IT sector",5.0,glassdoor
626a963dad878d7a61f7eee3,07/09/2021,"A lot of knowledge spread over different companies, because you often sit with the customer, you can't benefit from the facilities that Cronos itself offers in the head office",4.0,glassdoor
626a963dad878d7a61f7eee5,14/02/2022,"Company car, benefits, network with tons of companies/people, training opportunities, Sinterklaasfeest, Career path is very horizontal",5.0,glassdoor
626a963dad878d7a61f7eee6,05/02/2022,"- flat structure- you determine the course of your career- the many sub-companies ensure that you can easily change employer while you still continue to work for Cronos- possibility to start your business yourself under Cronos without much risk,- performance appraisals andThe corresponding wage negotiations are often a measure for nothing.The amounts have already been laid down in advance.If you go all the way for a higher storage, you will get 50Eur more that year and the year later 50ur less.However, this is the case in every larger company.",4.0,glassdoor
626a963dad878d7a61f7eee7,01/02/2022,"- OK salary- many opportunities,- on someone else you earn more ...",3.0,glassdoor
626a963dad878d7a61f7eee8,25/01/2022,"Entrepreneurship is rewarded & independently proceeding autonomously, wages are not in line with the market unfortunately",4.0,glassdoor
626a963dad878d7a61f7eeea,13/01/2022,"Atmosphere, open, nice colleagues, Cronos benefits, low wages towards other companies.Difficult to negotiate",2.0,glassdoor
626a963dad878d7a61f7eeed,07/09/2021,"A lot of knowledge spread over different companies, because you often sit with the customer, you can't benefit from the facilities that Cronos itself offers in the head office",4.0,glassdoor
626a963dad878d7a61f7eeee,03/09/2021,"Flexible, good work-life balance, professional helpful admin, company car with fuel card, pleasant atmosphere, few negatives, for those who want to earn a lot, this may not be the right place",4.0,glassdoor
626a963dad878d7a61f7eeef,02/08/2021,"No top-down, but bottom-up structure.Inspiring working environment.Good working conditions.Many colleagues ground in good pleasant climate.There is room for self -development., Somewhat stiff, as a consultant you are constantly on the track for different customers.Employment varies from month to month.Furthermore, little to criticize.",5.0,glassdoor
626a963dad878d7a61f7eef0,29/07/2021,"There is very good support in starting your own company
You get a lot of responsibility
A very innovative environment to work in, you must be able to find your way yourself and you are obliged to take initiative what is not easy for everyone",5.0,glassdoor
626a963dad878d7a61f7eef1,20/07/2021,"Loose atmosphere, pleasant, empathy, group feeling, small -scale, wages, growth opportunities, juniors, bureaucracy, customers",4.0,glassdoor
626a963dad878d7a61f7eef2,02/07/2021,"Great atmosphere and good to gain experience., Loon is not super and difficult negotiation for storage.",3.0,glassdoor
626a963dad878d7a61f7eef3,24/06/2021,"Correct wage good benefits Fine Collegas (of course depends on the sub -company), 1 2 3 4 5",5.0,glassdoor
626a963dad878d7a61f7eef4,12/05/2021,"Many options for growing, the offer of extra legal benefits",3.0,glassdoor
626a963dad878d7a61f7eef5,10/05/2021,"Work Life Balance Personal Development -sized customer portfolio Name recognition, being able to work with little structure yourself structure Set up.",5.0,glassdoor
626a963dad878d7a61f7eef6,05/05/2021,"+ Commercial vehicle correct remuneration (for starters)+ horizontal business structure, career opportunities and growth possibilities are limited.- go-with-the-flow mentality.",4.0,glassdoor
626a963dad878d7a61f7eef7,21/03/2021,"Very diverse good for their employees, few career opportunities, salary is somewhat lower",5.0,glassdoor
626a963dad878d7a61f7eef8,16/03/2021,"Friendly staff with passion for IT., Sometimes no work/customers.Sit on the bench for a long time.",5.0,glassdoor
626a963dad878d7a61f7eef9,09/03/2021,"Honest, many possibilities, many growth possibilities, smaller entities, business structures are still being sought",5.0,glassdoor
626a963dad878d7a61f7eefa,08/03/2021,"Large company that has many extras in Facility Management, Cronos has various sub -companies.You have to be right to land with a good, many are government mentality",2.0,glassdoor
626a963dad878d7a61f7eefb,17/02/2021,"Within Cronos you get a lot of autonomy and opportunities where you are coached in entrepreneurship, you should definitely take the initiative yourself.",4.0,glassdoor
626a963dad878d7a61f7eefc,18/01/2021,"A huge amount of knowledge, large network, interesting alternation of projects, the remuneration is lower than usual if you are a starter profile.",3.0,glassdoor
626a963dad878d7a61f7eefd,15/01/2021,"Flexibility Ownership Training IT Woning, homework Little structure long distance",5.0,glassdoor
626a963dad878d7a61f7eefe,06/12/2020,"Nice colleagues, lots of freedom, office facilities, bad management, low wages, many promises but few realizations",2.0,glassdoor
626a963dad878d7a61f7eeff,30/10/2020,"Useful things learned.Close to home., Very bad employer, scolds employees, some people who have a contract dismissed them before they start, employees are constantly being replaced by other employees.They try to let their employees perform a lot of overtime without compensation.",1.0,glassdoor
626a963dad878d7a61f7ef00,21/10/2020,"There is a wide range of IT solutions, the internal competition is large",3.0,glassdoor
626a963dad878d7a61f7ef01,26/08/2020,"Young and dynamic team, a lot of growth potential, little guidance for starters, sometimes grows too fast",4.0,glassdoor
626a963dad878d7a61f7ef02,10/08/2020,"Flat structure.Openness.Flexible hours.Informal., Growth opportunities are limited.Little guidance.",4.0,glassdoor
626a963dad878d7a61f7ef03,05/08/2020,"Interesting projects, experiences and training opportunities, consultancy-specific disadvantages such as journeys and changing projects",4.0,glassdoor
626a963dad878d7a61f7ef04,04/05/2020,"Pay well as a starter business car opportunities within the group, no company culture precisions an employment agency poor internal communication between MPs and consultants lots of internal competition that causes conflicts",3.0,glassdoor
626a963dad878d7a61f7ef05,08/03/2020,"You decide your career at Cronos.You are not a number and you feel that effective.Flat management structure is not lied.They are all very approachable and they listen to you. A lot of room for training., Wages not at the best. Many part -companies with a different internal operation. Consultancy is and remains a strange animal.You can throw yourself 100% on your project with the customer, but if you want to earn a little more, this is often insufficient.You will be asked to spend some extra hours in the internal Cronos operation.This can be experienced as frustrating.",4.0,glassdoor
626a963dad878d7a61f7ef06,07/02/2020,"At Cronos there is a startup mentality and atmosphere, wages can be quite low.",4.0,glassdoor
626a963dad878d7a61f7ef07,05/02/2020,"Spacious budget for your own car, unlimited fuel card, separate business sphere. Starters start with lower wages than with similar employees.",4.0,glassdoor
626a963dad878d7a61f7ef08,23/01/2020,"- Guidance when drafting and execating business plan - working for your own idea, own initiative, - more 'tapping fingers' than 'thinking along'",4.0,glassdoor
626a963dad878d7a61f7ef09,20/01/2020,"Nice flexible working atmosphere full of opportunities, remuneration seems to be less than other IT companies",4.0,glassdoor
626a963dad878d7a61f7ef0a,16/12/2019,"Good remuneration, fine working atmosphere, easily accessible, hard work, always learning, a lot of competition",5.0,glassdoor
626a963dad878d7a61f7ef0b,09/12/2019,"An exciting range of benefits, Travelling a lot maybe required",5.0,glassdoor
626a963dad878d7a61f7ef0c,08/12/2019,"Pleasant working atmosphere, nice colleagues, good remuneration, little input about the projects in which you can cooperate as a consultant.Sometimes you end up with companies/jobs that you are not suitable for at all.On the other hand, it may be that you are projectless 'on the couch' for too long.",3.0,glassdoor
626a963dad878d7a61f7ef0d,13/11/2019,"Many opportunities to learn. By the structure of many small companies you stand out. Kleine teams with many great events., Because some things are arranged at Cronos level and Cronos is so large, it can sometimes take a long time before you get an answerOr before it is arranged.",4.0,glassdoor
626a963dad878d7a61f7ef0e,27/10/2019,"Good communication, freedom, car, young, start wage is less than other developers",5.0,glassdoor
626a963dad878d7a61f7ef0f,26/10/2019,"work hard, play hard and life is beautiful, not immediately negligence",4.0,glassdoor
626a963dad878d7a61f7ef10,02/09/2019,"Many possibilities, flexible and dynamic., Not immediately the most clear business structure.",5.0,glassdoor
626a963dad878d7a61f7ef11,13/08/2019,"Large group, atmosphere, fringe benefits, little transparency, internal competition, location",3.0,glassdoor
626a963dad878d7a61f7ef12,05/08/2019,"Cronos stimulates entrepreneurship, gives autonomy., I don't see any negatives on my side.",5.0,glassdoor
626a963dad878d7a61f7ef13,21/07/2019,"Good atmosphere, many initiatives for employees, that is probably what is going on from company to company",4.0,glassdoor
626a963dad878d7a61f7ef14,06/06/2019,"- Commercial vehicle, meal allowance and other, - sometimes somewhat little structure due to overlapping competencies",5.0,glassdoor
626a963dad878d7a61f7ef15,27/05/2019,"Open & transparent many possibilities for flexible information, at the moment no",4.0,glassdoor
626a963dad878d7a61f7ef16,30/04/2019,"name recognition, fun projects with interesting customers, interesting technology, poor management, a lot of internal politics, a lot of unhealthy competition between the secondary companies, have a big dunk of themselves",2.0,glassdoor
626a963dad878d7a61f7ef17,02/04/2019,"Good place for a lot of experience to be gone and good atmosphere, remuneration that subsidiaries can give to their employees is limited",4.0,glassdoor
626a963dad878d7a61f7ef18,17/02/2019,"Multiple offices and a lot of possibility of working from home, internal competition, pure body shop, childish colleagues (CEO runs from meetings without communication), no vision, general lack of motivation.",1.0,glassdoor
626a963dad878d7a61f7ef19,14/02/2019,"Nice team with a varied range of customers, not good sales support from above",5.0,glassdoor
626a963dad878d7a61f7ef1a,21/01/2019,"Many benefits, they really do everything they can to have as pleasant as possible during, before and after working hours, friendly employees, everything is possible, but you have to indicate what you want, everyone is very open to feedback and opportunitiesDiscussing., The whole tangle of companies sometimes makes it rather complicated to follow, some companies come across as ""wanting but not being able to"", wage increases rarely express themselves in gross wage increases.When you are rented to the customer as a consultant and you have to be on site with the customer, you will lose some feeling for the company.",4.0,glassdoor
626a963dad878d7a61f7ef1b,27/12/2018,"Multiple offices to avoid traffic jams, managers do but what, no education or relevant competencies many internal competitiveness possibility of salary increase",1.0,glassdoor
626a963dad878d7a61f7ef1c,03/12/2018,"An entrepreneurial company where collegiality & atmosphere is central., If you come from Ghent, the Kennedy tunnel can be detrimental.",5.0,glassdoor
626a963dad878d7a61f7ef1d,20/11/2018,"Different projects different sectors Good Work Life Balance, Lens -desirable Structural Location Head office (Kontich) Lunch possibilities Rivaleliveness",4.0,glassdoor
626a963dad878d7a61f7ef1e,25/07/2018,"+ Group Benefits: osteopath, coach, discounts, extra training+ activities for 'Cronosites': football, sports challenges, special events+ cronos HR is very approachable, active and helpful.+ Self -choosing company car with fuel card, which can also be used outside of working hours.+ Telephone bill, internet account sponsored by Cronos (up to a certain limit)+ dynamic atmosphere with many small businesses. - Salary can be better (Cronos imposes low borders at subsidiaries), experienced experienced employees in this way..- Pacific rooms with whiteboards are always occupied.",4.0,glassdoor
626a963dad878d7a61f7ef1f,18/07/2018,"Flat structure, innovative environment, many (continued) growth opportunities, large structure with little overview",4.0,glassdoor
626a963dad878d7a61f7ef20,17/07/2018,"Excellent support -sized independence space for growth and learning, standard processes for employee internal companies that do similar work",3.0,glassdoor
626a963dad878d7a61f7ef21,23/06/2018,"Everyone approachable.Many small businesses with opportunities and interesting shared projects., Smaller companies do not always start a Flighing start.Little search in the beginning.",4.0,glassdoor
626a963dad878d7a61f7ef22,07/05/2018,"Many career opportunities, no particular diploma required, almost always commercial vehicle, good remuneration, ..., if you are sent to customers, you sometimes have been with the same customer for years",4.0,glassdoor
626a963dad878d7a61f7ef23,14/11/2017,"Campus feeling in Kontich many satellite offices so that you can happen to mobility problems, many companies within the company",3.0,glassdoor
626a963dad878d7a61f7ef24,05/11/2017,"Open corporate culture Despite the size of the company, a personal approach -related management deployment is rewarded, sometimes a rather chaotic number of government project organization can be more professional",5.0,glassdoor
626a963dad878d7a61f7ef25,17/10/2017,"Many extralegal benefits such as organized family weekend, ski weekend, working with contracts of 38 hours, so you really have few vacation days",4.0,glassdoor
626a963dad878d7a61f7ef26,01/08/2017,"Invest a lot in people and developing their growth potential, environment with many opportunities and possibilities, long-term vision, private company, a lot of personal freedom in the interpretation of the tasks, own initiative is appreciated and encouraged, warm people-oriented environment (feels like oneLarge family), not the best payer (although you get a lot in place), more transparency is allowed, not a great company for people who need a lot of structure and guidance (although that depends on where you end up within Cronos)",5.0,glassdoor
626a963dad878d7a61f7ef27,27/07/2017,"+ Accelerator and Broeing Fair for Tech Talent + Informal Atmosphere + Company in full growth + Incredibly strong network organization of and for entrepreneurs + a lot of attention for Work-Life Balance and Health at Work + Fast Time-2-Market of new concepts and products + absolutely non-risk-Avers, so you can get started quickly with Bleeding Edge Technologies + Correct Salaris package with a lot of attention for fringe benefits + flat structure and direct access to top management, - any company that grows so fast has difficulty adjusting its structure accordingly, and thatAlso notice here",5.0,glassdoor
626a963dad878d7a61f7ef28,25/04/2017,"Breed Inhouse Knowledge Many internal opportunities, Management Cultural Support can be better MEMPLE MANGENT POVES A lot of power to itself",3.0,glassdoor
626a963dad878d7a61f7ef29,07/09/2016,"Good breeding floor for future IT talent, a lot of internal experience and knowledge, less interesting remuneration and different mentality between sub -companies.",4.0,glassdoor
626a963dad878d7a61f7ef2a,11/08/2016,"Support employees, understanding in difficult situations, relaxed atmosphere with healthy stress at the right moments, open and social structure of company, extras that can be used outside of work, clear communication in time of crisis, we are looking for fast but fast butAlso sustainable solutions, new fresh ideas receive immediate support, sometimes disorderly situations, sometimes it stays with rapid solutions and the sustainable solution remains, because of the amount of groups and sister companies it is sometimes difficult to get an overview of what Cronos is doingis",4.0,glassdoor
626a963dad878d7a61f7ef2b,10/08/2016,"A few handy extra legal benefits Many companies, so a lot of job choice in Kontich with the possibility of working on worker is done a lot for you in terms of paperwork, not easily accessible with public transport divide, there is a huge difference with the working methods of companies, even if they work together/they do the same",4.0,glassdoor
626a963dad878d7a61f7ef2c,28/07/2016,"+ Open and young corporate culture+ competitive salary package with company car+ innovative business spirit+ a lot of autonomy, - Every company has its own working method",5.0,glassdoor
626a963dad878d7a61f7ef2d,03/05/2016,"The horizontal structure ensures that you get many opportunities.Although Cronos has become very large, you will keep the feeling of working for a startup., You have no mapped career path like at other companies.If you are looking for it, you better start elsewhere.",5.0,glassdoor
626a963dad878d7a61f7ef2e,27/02/2016,"- Horizontal structure small groups that share an expertise- good contact with management when you are present in headquarters, when you work for a long time as a consultant, it can be more difficult to have good contact with the home base.",5.0,glassdoor
626a963dad878d7a61f7ef2f,08/02/2016,"- Large ecosystem with many competencies present throughout the group.- No management culture, so that top managers are also easily accessible.- Overview by many group companies is sometimes lost. You have to stand up for yourself.Gray mice get stuck at the same level. Consultancy world revolves around remuneration, cars, time sheets, ...- Great course of consultants due to too little involvement.",4.0,glassdoor
626a963dad878d7a61f7ef30,05/02/2016,"Flat Hierarchy, without too much official hassle. ""Ordinary"" people without placing themselves above others. Technically very competent employees., Freagmented, competitive for themselves. Sum weak engagement from sales to your own consultants., few growth opportunities.",3.0,glassdoor
626baa8d206405d41e6ba39c,6/12/2018,great employer. Started working straight out of school and still satisfied 10 years later,5,facebook
626baa8d206405d41e6ba39d,6/10/2018,"
very dynamic group, all companies are inspired by their founder!",5,facebook
626baa8d206405d41e6ba39e,9/12/2017,"
Cronos isn't in the news much because it's going so well",5,facebook
626baa8d206405d41e6ba39f,19/10/2016,"
It's fantastic how De Cronos Groep supports entrepreneurship.",5,facebook
626baa9b206405d41e6ba3a0,28/04/2020,Very nice office building and a great place to work,4,google
626baa9b206405d41e6ba3a1,28/06/2021,"Great place, great people!",5,google
626baa9b206405d41e6ba3a2,28/04/2017,Great work environment. All very smart people.,5,google
626baa9b206405d41e6ba3a3,28/04/2019,Lots of talented people in once place.,5,google
626baa9b206405d41e6ba3a4,28/04/2019,One big family of creative people,5,google
626baa9b206405d41e6ba3a5,28/04/2018,Very good workplace for IT.,5,google
626baa9b206405d41e6ba3a6,28/04/2018,Great place to work.,5,google
626baa9b206405d41e6ba3a7,28/04/2020,Cool office location,4,google
626baa9b206405d41e6ba3a8,28/04/2017,Only finding the right office is a challenge.,5,google
626baa9b206405d41e6ba3a9,28/04/2021,TOP IT-firma !,5,google
626baa9b206405d41e6ba3aa,28/04/2021,The Best,5,google
626baa9b206405d41e6ba3ab,28/04/2019,Best Place to Work,5,google
626baa9b206405d41e6ba3ac,28/04/2021,Super service,5,google
626baa9b206405d41e6ba3ad,28/04/2019,My employer,5,google
626baa9b206405d41e6ba3ae,28/01/2022," Founded in 1991, De Cronos Groep has evolved from a one-man company to a larger group with 7,000 employees. Originally, the group was founded for and by technology people with the explicit intention of helping those people grow, if desired, up to and including entrepreneurship.
 In the meantime, this mission statement has been broadened and the group has been enriched with people from the creative sector who communicate well with the 'business people' and who work perfectly together with De Cronos Groep IT people to arrive at the most creative and technologically best solution for customers. .
 The group is therefore continuously looking for creative, driven people and is always willing to listen to innovative ideas from potential entrepreneurs.
",5,google
626baa9b206405d41e6ba3af,28/04/2020," Surprise our loyal IT partners, voila! You will no longer forget Colleagues 2.0 :-) # ICT @ themovies
",5,google
626baa9b206405d41e6ba3b0,21/04/2022,"
Very friendly people!",5,google
626baa9b206405d41e6ba3b1,28/04/2021," Very friendly, pleasant people, warmly welcomed and felt very welcome and in the right way motivated to go all the way because should there be something not clear they will be there to support and encourage me to to redo an extra online ""training"" so that it is also properly mastered.
",5,google
626baa9b206405d41e6ba3b2,28/12/2021," A top-notch IT company, many employees and a family atmosphere.
",5,google
626baa9b206405d41e6ba3b3,28/04/2021," Cronos helps you with any IT question. Trustworthy partner.
",5,google
626baa9b206405d41e6ba3b4,28/4/2019,"Here, business is driven for young and old by innovative, high-tech companies!
",3,google
626baa9b206405d41e6ba3b5,28/04/2020,"Having worked for Cronos for 7 years, it really can't say a bad word about it
",5,google
626baa9b206405d41e6ba3b6,28/04/2019,"The company I work for. Always liked working here!
",5,google
626baa9b206405d41e6ba3b7,28/12/2021,hacked,1,google
626baa9b206405d41e6ba3b8,28/04/2017,The New Silicon Valley,5,google
626baa9b206405d41e6ba3b9,28/04/2019,"Busy people, little feedback. They promise a lot, but don't deliver.",2,google
626baa9b206405d41e6ba3ba,28/04/2020,Very cool project. lots of inspiration. Top!,5,google
626baa9b206405d41e6ba3bb,28/04/2020,Largest and best IT company in Belgium,5,google
626baa9b206405d41e6ba3bc,28/04/2017,"As far as I'm concerned, the best employer in Belgium",5,google
626baa9b206405d41e6ba3bd,28/04/2021,Enterprising and innovative company!,5,google
626baa9b206405d41e6ba3be,28/04/2018,Good vision and working environment,5,google
626baa9b206405d41e6ba3bf,28/04/2019,Group of many small firms,3,google
626baa9b206405d41e6ba3c0,28/04/2018,Very friendly service,5,google
626baa9b206405d41e6ba3c1,28/04/2021,Top employer!,5,google
626baa9b206405d41e6ba3c2,28/04/2018,Nice dynamics,5,google
626baa9b206405d41e6ba3c3,28/04/2018,Nice welcome,4,google
626baa9b206405d41e6ba3c4,28/04/2020,Very nice office building and a great place to work,4,google
626baa9b206405d41e6ba3c5,28/08/2021,"Great place, great people!",5,google
626baa9b206405d41e6ba3c6,28/04/2017,Great work environment. All very smart people,5,google
626baa9b206405d41e6ba3c7,28/04/2019,Lots of talented people in once place.,5,google
626baa9b206405d41e6ba3c8,28/04/2019,One big family of creative people,5,google
626baa9b206405d41e6ba3c9,28/04/2018,Very good workplace for IT.,5,google
626baa9b206405d41e6ba3ca,28/04/2018,Great place to work.,5,google
626baa9b206405d41e6ba3cb,28/04/2020,Cool office location,4,google
626baa9b206405d41e6ba3cc,28/04/2017,Only finding the right office is a challenge.,5,google
626baa9b206405d41e6ba3cd,28/04/2021,TOP IT-firma !,5,google
626baa9b206405d41e6ba3ce,28/04/2021,The Best,5,google
626baa9b206405d41e6ba3cf,28/04/2019,Best Place to Work,5,google
626baa9b206405d41e6ba3d0,28/04/2021,Super service,5,google
626baa9b206405d41e6ba3d1,28/04/2019,My employer,5,google
626baaac206405d41e6ba3d2,17/7/2017,"
Fun Work culture and office but job security is an issue. Fun Work culture and Good Place to gain knowledge but job security is an issue , if you are in an location then you are good and safe if not then it will be difficult. Fun Work culture and Good Place to gain knowledge but job security is an issue , if you are in an location then you are good and safe if not then it will be difficult. Good work culture Management is not good Management is not good",4,indeed
626baaac206405d41e6ba3d3,18/11/2021,"Great. Me, I've been with the company for a year, it's great, the salary on a uniform day is very good, the bosses came to the school where I work. Me, I've been with the company for a year, it's great, the salary on a uniform day is very good, the bosses came to the school where I work. Excellent Nothing. Anything .",5,indeed
626baaac206405d41e6ba3d4,16/3/2021,"
Pleasant atmosphere Very good job especially for those looking for a first job Very good job especially for those looking for a first job Tips You have to be careful when you rest You have to be careful when you rest",5,indeed
626baaac206405d41e6ba3d5,23/11/2019,Relaxed work environment Good atmosphere and with attention to the worker and their needs. Most of the jobs have to be moved and the cost of travel is not paid Good atmosphere and with attention to the worker and their needs. Most of the jobs have to be moved and travel expenses are not paid Good communication Little work Little work,5,indeed
